type,price,beds,bath,propertysqft,street_name,latitude,longitude,zip_code,city
condo for sale,450000,2,1.0,2184.207862,flushing,40.7541793,-73.8310866,11355,flushing
condo for sale,450000,1,1.0,724.0,homecrest,40.610069,-73.9537478,11229,brooklyn
multi-family home for sale,585000,4,2.0,2184.207862,queens,40.6082787,-73.7495095,11691,far rockaway
condo for sale,450000,1,1.0,776.0,mid island,40.6403656,-74.0737574,10301,staten island
co-op for sale,585000,3,1.0,1050.0,queens,40.7512505,-73.8814433,11372,jackson heights
condo for sale,450000,3,1.0,494.0,sunset park,40.646643,-74.011966,11220,brooklyn
pending,589000,4,2.0,2235.0,queens,40.6054311,-73.7620238,11691,far rockaway
house for sale,590000,5,3.0,1152.0,queens,40.6019328,-73.7587155,11691,far rockaway
house for sale,594900,4,2.0,1355.0,queens,40.6824809,-73.7279494,11422,rosedale
house for sale,599000,4,2.0,1682.0,queens,40.6747343,-73.8239749,11420,south ozone park
house for sale,599000,3,2.0,2184.207862,queens,40.5853206,-73.8221893,11694,rockaway park
house for sale,599000,4,4.0,2100.0,queens,40.6083635,-73.7565424,11691,far rockaway
house for sale,599000,3,2.0,1208.0,queens,40.6892122,-73.8634426,11421,jamaica
house for sale,599000,3,1.0,1340.0,queens,40.6860975,-73.7998859,11435,jamaica
multi-family home for sale,599000,5,2.0,2184.207862,queens,40.607379,-73.754678,11691,far rockaway
pending,599889,2,2.0,2184.207862,queens,40.6782347,-73.7528651,11413,springfield gardens
house for sale,599999,5,4.0,2184.207862,queens,40.6836616,-73.7970345,11436,jamaica
condo for sale,449000,2,2.0,1440.0,staten island,40.580134,-74.154154,10314,staten island
house for sale,611999,3,2.0,2184.207862,queens,40.6973209,-73.7315945,11411,cambria heights
house for sale,620000,3,2.0,1280.0,queens,40.6837376,-73.7967497,11436,jamaica
house for sale,625000,3,2.0,2184.207862,queens,40.6765364,-73.8351774,11417,ozone park
house for sale,625000,3,1.0,2184.207862,queens,40.7158932,-73.8820836,11379,middle village
condo for sale,445000,3,1.0,402.0,long island city,40.7680157,-73.9174508,11103,astoria
house for sale,634900,2,2.0,2184.207862,queens,40.7123648,-73.7530514,11429,queens village
house for sale,635000,3,2.0,2184.207862,queens,40.6933533,-73.7503369,11412,saint albans
co-op for sale,639000,3,2.0,2184.207862,queens,40.7447145,-73.8835344,11373,queens
multi-family home for sale,649000,4,2.0,2184.207862,queens,40.5974508,-73.7983993,11692,arverne
house for sale,649000,3,2.0,2000.0,queens,40.6995553,-73.7527095,11412,saint albans
house for sale,649999,3,2.0,2184.207862,queens,40.6670008,-73.7409018,11422,rosedale
house for sale,649999,4,1.0,2184.207862,queens,40.6936825,-73.7495584,11412,saint albans
house for sale,650000,3,2.0,1522.0,queens,40.723245,-73.7293286,11426,bellerose
house for sale,650000,4,2.0,2244.0,queens,40.6968706,-73.7390395,11411,cambria heights
house for sale,650000,2,2.0,896.0,queens,40.7452362,-73.7204545,11426,bellerose
multi-family home for sale,650000,3,3.0,2184.207862,queens,40.7051893,-73.7542415,11412,saint albans
house for sale,659000,8,3.0,2184.207862,queens,40.688533,-73.796529,11435,jamaica
house for sale,659000,4,2.0,2184.207862,queens,40.6695117,-73.7942558,11436,jamaica
condo for sale,435000,1,1.0,661.0,forest hills,40.7198175,-73.8412403,11375,forest hills
pending,668000,3,2.0,1606.0,queens,40.7299787,-73.7310756,11426,bellerose
multi-family home for sale,669000,5,2.0,1893.0,queens,40.5967151,-73.7696424,11691,far rockaway
house for sale,669000,4,2.0,2184.207862,queens,40.6729779,-73.7330064,11422,rosedale
pending,669000,3,1.0,1080.0,queens,40.7696159,-73.7403605,11363,little neck
house for sale,669000,3,1.0,2184.207862,queens,40.6899622,-73.8484421,11421,woodhaven
house for sale,669900,3,2.0,1376.0,queens,40.7077562,-73.7787888,11423,hollis
house for sale,675000,3,2.0,2184.207862,queens,40.7121557,-73.7452804,11429,queens village
condo for sale,435000,3,2.0,1034.0,the bronx,40.8690609,-73.835715,10469,bronx
pending,680000,4,2.0,1536.0,queens,40.6729488,-73.8425151,11417,ozone park
house for sale,685000,4,2.0,2625.0,queens,40.6946313,-73.7540488,11412,saint albans
house for sale,686000,3,2.0,2184.207862,queens,40.6808451,-73.7952952,11436,jamaica
house for sale,689000,3,2.0,2184.207862,queens,40.6794706,-73.8195636,11420,south ozone park
multi-family home for sale,689888,3,2.0,1300.0,queens,40.6780811,-73.8188973,11420,south ozone park
house for sale,693000,4,2.0,2184.207862,queens,40.6775526,-73.7497393,11413,springfield gardens
house for sale,695000,3,2.0,2184.207862,queens,40.6950378,-73.8602956,11421,woodhaven
multi-family home for sale,697777,3,2.0,2184.207862,queens,40.6734914,-73.8196602,11420,south ozone park
pending,698999,3,2.0,2184.207862,queens,40.6680173,-73.8253534,11420,south ozone park
multi-family home for sale,699000,4,3.0,1591.0,queens,40.6847504,-73.8027331,11435,jamaica
multi-family home for sale,699000,3,3.0,2184.207862,queens,40.6793322,-73.8130504,11420,south ozone park
house for sale,699000,3,2.0,1500.0,queens,40.6785308,-73.8130811,11420,south ozone park
multi-family home for sale,699000,4,2.0,2184.207862,queens,40.6963847,-73.8472713,11418,richmond hill
house for sale,699000,2,2.0,2184.207862,queens,40.7037872,-73.8752532,11385,glendale
house for sale,699000,3,1.0,4000.0,queens,40.6969277,-73.7655056,11412,saint albans
multi-family home for sale,699000,4,2.0,2184.207862,queens,40.6762104,-73.8013544,11436,jamaica
house for sale,699900,3,2.0,1240.0,queens,40.71397,-73.8970573,11379,middle village
house for sale,699900,5,1.0,1827.0,queens,40.6917678,-73.8540537,11421,woodhaven
house for sale,705000,2,2.0,2184.207862,queens,40.727192,-73.883684,11379,middle village
house for sale,709999,4,2.0,2184.207862,queens,40.6736664,-73.7504403,11413,springfield gardens
house for sale,709999,4,2.0,2184.207862,queens,40.6811881,-73.793438,11436,jamaica
house for sale,710000,3,2.373860858,1400.0,queens,40.7011513,-73.7625984,11412,saint albans
house for sale,715000,3,2.0,2184.207862,queens,40.6951138,-73.8648093,11421,woodhaven
house for sale,715000,3,2.0,2184.207862,queens,40.701497,-73.7613803,11412,saint albans
house for sale,719999,3,2.0,2184.207862,queens,40.754545,-73.859675,11368,corona
multi-family home for sale,720000,3,2.0,2184.207862,queens,40.6899814,-73.8185297,11418,richmond hill
house for sale,725000,5,2.373860858,2184.207862,queens,40.6702491,-73.7454183,11413,queens
house for sale,725000,3,2.0,2184.207862,queens,40.6763934,-73.7998105,11436,jamaica
house for sale,728000,2,1.0,1440.0,queens,40.7731565,-73.8027586,11358,flushing
house for sale,728888,4,3.0,1379.0,queens,40.6767141,-73.7492797,11413,springfield gardens
house for sale,729000,4,2.0,2184.207862,queens,40.6917538,-73.7370978,11411,cambria heights
house for sale,729000,3,3.0,2184.207862,queens,40.7052223,-73.7583006,11412,saint albans
house for sale,729999,3,2.0,1056.0,queens,40.6762428,-73.7945184,11436,jamaica
house for sale,730000,4,3.0,1648.0,queens,40.6987,-73.761794,11412,saint albans
house for sale,735000,3,2.0,2184.207862,queens,40.6787631,-73.8121482,11420,south ozone park
house for sale,738000,4,2.0,2184.207862,queens,40.7506139,-73.851888,11368,corona
house for sale,738280,3,2.373860858,1302.0,queens,40.6619508,-73.7548417,11413,springfield gardens
house for sale,739000,3,1.0,1148.0,queens,40.7386816,-73.7202723,11426,bellerose
house for sale,749000,2,1.0,2184.207862,queens,40.7236718,-73.8030548,11366,fresh meadows
house for sale,749000,3,2.0,2184.207862,queens,40.7602045,-73.8739584,11369,east elmhurst
pending,749000,3,1.0,2184.207862,queens,40.7714035,-73.733393,11362,little neck
multi-family home for sale,749000,4,2.0,2184.207862,queens,40.7369795,-73.8140379,11367,flushing
pending,749000,3,3.0,1368.0,queens,40.7088867,-73.7844919,11432,jamaica
house for sale,749000,5,4.0,2184.207862,queens,40.6785851,-73.8497745,11417,ozone park
house for sale,750000,5,3.0,1500.0,queens,40.6693291,-73.7924388,11436,south ozone park
pending,750000,4,3.0,2184.207862,queens,40.6921975,-73.7287999,11411,cambria heights
house for sale,750000,3,2.0,2184.207862,queens,40.6743844,-73.8184378,11420,south ozone park
house for sale,755000,2,2.0,2184.207862,queens,40.7565607,-73.7796734,11361,bayside
condo for sale,430000,2,2.0,1248.0,mid island,40.6123868,-74.1511288,10314,staten island
house for sale,758000,3,2.0,1760.0,queens,40.708633,-73.865415,11385,glendale
house for sale,758888,3,1.0,2184.207862,queens,40.7676985,-73.7850344,11361,bayside
pending,758888,4,2.0,2184.207862,queens,40.7479833,-73.8746835,11373,elmhurst
house for sale,759000,3,1.0,2184.207862,queens,40.7142473,-73.8830471,11379,middle village
house for sale,759999,4,2.0,2184.207862,queens,40.7083753,-73.787158,11432,jamaica
pending,765000,4,2.0,2184.207862,queens,40.7714061,-73.732929,11362,little neck
house for sale,768000,3,2.0,1065.0,queens,40.7693375,-73.7854318,11361,bayside
house for sale,769000,3,2.0,2184.207862,queens,40.7061049,-73.8263931,11415,kew gardens
house for sale,769000,2,2.0,992.0,queens,40.7810618,-73.8144859,11357,whitestone
pending,769000,2,2.0,2184.207862,queens,40.7339071,-73.8535727,11375,forest hills
pending,775000,4,2.0,1230.0,queens,40.7258337,-73.7268795,11426,bellerose
multi-family home for sale,775000,4,2.0,2184.207862,queens,40.656902,-73.7523889,11413,springfield gardens
pending,779000,5,3.0,2000.0,queens,40.6857875,-73.7538304,11413,jamaica
multi-family home for sale,779000,4,2.0,2184.207862,queens,40.6847739,-73.8261116,11418,richmond hill
house for sale,780000,3,3.0,1344.0,queens,40.6891418,-73.8510191,11421,woodhaven
pending,780000,3,2.0,1900.0,queens,40.7742555,-73.7407295,11363,little neck
house for sale,789000,5,3.0,1273.0,queens,40.7084501,-73.7316272,11429,queens village
multi-family home for sale,789000,4,2.0,2184.207862,queens,40.7029196,-73.7500482,11412,saint albans
multi-family home for sale,797777,4,2.0,2184.207862,queens,40.6764388,-73.8008604,11436,jamaica
house for sale,798000,3,2.0,760.0,queens,40.7392555,-73.8523054,11368,corona
multi-family home for sale,799000,6,4.0,2200.0,queens,40.598207,-73.7911759,11692,arverne
house for sale,799000,5,3.0,2184.207862,queens,40.7039425,-73.7459355,11429,queens village
house for sale,799000,4,2.0,2184.207862,queens,40.6757849,-73.8361627,11417,ozone park
townhouse for sale,799000,3,2.0,1184.0,queens,40.7865794,-73.8422755,11356,college point
house for sale,799000,3,2.0,2184.207862,queens,40.7645407,-73.8683353,11369,east elmhurst
house for sale,799888,3,2.0,2184.207862,queens,40.7138975,-73.8970229,11379,middle village
house for sale,799999,3,3.0,1444.0,queens,40.7110987,-73.741186,11429,jamaica
house for sale,800000,3,2.0,2184.207862,queens,40.71593,-73.8858453,11379,middle village
townhouse for sale,815000,3,2.0,2184.207862,queens,40.722658,-73.877617,11379,middle village
house for sale,818000,3,3.0,2184.207862,queens,40.7396171,-73.8267571,11367,flushing
house for sale,820000,4,3.0,2184.207862,queens,40.7154424,-73.8098159,11432,jamaica
multi-family home for sale,825000,2,2.0,2184.207862,queens,40.768457,-73.789417,11358,flushing
house for sale,825000,3,2.0,2184.207862,queens,40.7291225,-73.8672746,11374,rego park
house for sale,825000,3,2.0,1400.0,queens,40.7537084,-73.8542469,11368,corona
pending,825000,2,1.0,2184.207862,queens,40.7542784,-73.8933876,11372,jackson heights
house for sale,829000,4,2.0,1680.0,queens,40.6565796,-73.8516349,11414,howard beach
house for sale,839000,4,2.0,2184.207862,queens,40.6590909,-73.8451972,11414,howard beach
house for sale,845000,4,2.0,2184.207862,queens,40.7108416,-73.7572751,11423,hollis
multi-family home for sale,848000,5,2.0,2184.207862,queens,40.5939687,-73.7588867,11691,far rockaway
house for sale,848724,2,2.0,2184.207862,queens,40.7511112,-73.9089639,11377,woodside
multi-family home for sale,849000,6,5.0,2184.207862,queens,40.669692,-73.8003434,11436,south ozone park
house for sale,849000,4,3.0,2184.207862,queens,40.7299635,-73.7195673,11426,bellerose
house for sale,849000,3,2.0,2184.207862,queens,40.7282284,-73.8732527,11374,rego park
multi-family home for sale,849000,5,3.0,2460.0,queens,40.5939428,-73.7748361,11691,far rockaway
townhouse for sale,849000,3,2.0,1296.0,queens,40.7149915,-73.8775275,11379,middle village
house for sale,849000,3,2.0,2184.207862,queens,40.7398873,-73.8506134,11368,corona
house for sale,849000,4,2.0,2184.207862,queens,40.6793288,-73.8192101,11420,south ozone park
house for sale,849000,4,3.0,2184.207862,queens,40.7314866,-73.7083076,11001,floral park
house for sale,849990,5,3.0,2184.207862,queens,40.6841541,-73.7978894,11436,jamaica
house for sale,849999,3,2.0,2184.207862,queens,40.7226341,-73.8165656,11367,flushing
house for sale,850000,6,4.0,2886.0,queens,40.6085633,-73.7686771,11691,far rockaway
house for sale,850000,3,2.0,1320.0,queens,40.7907048,-73.8110968,11357,whitestone
house for sale,850000,3,2.0,2184.207862,queens,40.6699378,-73.8213422,11420,south ozone park
house for sale,850000,4,2.0,2184.207862,queens,40.7485831,-73.8010787,11365,fresh meadows
house for sale,858000,2,2.0,2184.207862,queens,40.7329998,-73.8824499,11373,elmhurst
house for sale,859000,3,3.0,2184.207862,queens,40.71176,-73.753743,11423,hollis
pending,859000,3,2.0,2184.207862,queens,40.7339078,-73.845842,11375,forest hills
house for sale,865000,3,3.0,2184.207862,queens,40.7359218,-73.9035224,11377,woodside
house for sale,868000,3,2.0,2184.207862,queens,40.7158631,-73.8843791,11379,middle village
house for sale,868000,3,2.0,1452.0,queens,40.7592798,-73.7939528,11358,flushing
townhouse for sale,868000,2,2.0,1152.0,queens,40.7259203,-73.8814296,11379,middle village
house for sale,868000,3,2.0,2184.207862,queens,40.7303886,-73.8912581,11378,maspeth
house for sale,868000,3,2.0,1690.0,queens,40.7187347,-73.875063,11379,middle village
multi-family home for sale,869888,4,3.0,2184.207862,queens,40.7019014,-73.8256776,11418,richmond hill
house for sale,875000,2,2.0,1214.0,queens,40.7565472,-73.7339718,11362,little neck
house for sale,875000,4,3.0,2129.0,queens,40.7474641,-73.704456,11004,glen oaks
pending,875000,3,2.0,2184.207862,queens,40.7671317,-73.9087817,11103,astoria
house for sale,879000,4,2.0,2184.207862,queens,40.7294367,-73.7125595,11426,bellerose
house for sale,879000,3,3.0,2184.207862,queens,40.785245,-73.8557,11356,college point
house for sale,879000,3,2.0,2184.207862,queens,40.714999,-73.878128,11379,middle village
house for sale,879000,4,2.373860858,1630.0,queens,40.7282179,-73.8032584,11366,fresh meadows
multi-family home for sale,879000,4,3.0,2184.207862,queens,40.6894907,-73.8640398,11421,jamaica
house for sale,880000,3,2.0,1743.0,queens,40.7668312,-73.7911175,11358,flushing
condo for sale,429000,1,1.0,640.0,surf avenue,40.5755355,-73.9735905,11224,brooklyn
house for sale,880000,3,2.0,2184.207862,queens,40.7439956,-73.908547,11377,woodside
condo for sale,425000,1,1.0,603.0,kensington,40.6360061,-73.971649,11218,brooklyn
house for sale,888000,4,2.0,2184.207862,queens,40.7367436,-73.7039037,11001,floral park
house for sale,889000,3,2.0,2184.207862,queens,40.7631381,-73.8622145,11369,east elmhurst
multi-family home for sale,889000,6,3.0,2184.207862,queens,40.6736135,-73.8061338,11420,south ozone park
multi-family home for sale,889000,5,2.0,2184.207862,queens,40.6939213,-73.810465,11435,jamaica
townhouse for sale,889000,2,1.0,1056.0,queens,40.7351177,-73.8536109,11375,forest hills
house for sale,897888,3,2.0,1260.0,queens,40.7292895,-73.8945367,11378,maspeth
multi-family home for sale,898888,5,2.0,1550.0,queens,40.7282381,-73.7158123,11426,bellerose
house for sale,899000,4,2.373860858,2184.207862,queens,40.7646585,-73.780903,11361,bayside
house for sale,899000,3,2.0,2184.207862,queens,40.6511946,-73.8405509,11414,howard beach
multi-family home for sale,899000,5,3.0,1480.0,queens,40.7253273,-73.8900898,11378,maspeth
house for sale,899000,3,2.0,2184.207862,queens,40.7523748,-73.7900912,11358,flushing
house for sale,899000,4,2.0,1200.0,queens,40.7791608,-73.8257555,11357,whitestone
multi-family home for sale,899000,4,2.373860858,2184.207862,queens,40.6803198,-73.8281794,11420,south ozone park
townhouse for sale,899000,3,2.0,1400.0,queens,40.7368055,-73.9026152,11377,woodside
house for sale,899000,4,2.0,1672.0,queens,40.7114945,-73.8152211,11435,jamaica
townhouse for sale,899000,4,3.0,1960.0,queens,40.727846,-73.720774,11426,queens
multi-family home for sale,899000,4,3.0,2184.207862,queens,40.7431111,-73.8574241,11368,corona
house for sale,899000,3,1.0,2184.207862,queens,40.7543613,-73.9077947,11377,woodside
multi-family home for sale,899999,5,3.0,1440.0,queens,40.7604667,-73.8755356,11369,east elmhurst
multi-family home for sale,904000,4,3.0,2184.207862,queens,40.7236308,-73.8094885,11366,fresh meadows
house for sale,914999,4,2.0,2184.207862,queens,40.790645,-73.846559,11356,college point
multi-family home for sale,915999,5,3.0,2184.207862,queens,40.7618985,-73.8758538,11369,east elmhurst
multi-family home for sale,918000,4,3.0,2184.207862,queens,40.7093093,-73.8548324,11375,forest hills
house for sale,918888,3,2.0,2184.207862,queens,40.760703,-73.880887,11369,east elmhurst
house for sale,925000,3,2.0,2184.207862,queens,40.737003,-73.904942,11377,woodside
house for sale,925000,2,2.373860858,2100.0,queens,40.7015796,-73.88237,11385,glendale
townhouse for sale,925000,3,2.0,1875.0,queens,40.7318932,-73.8001903,11365,fresh meadows
pending,925000,3,2.0,2184.207862,queens,40.7223571,-73.8834031,11379,middle village
multi-family home for sale,928500,5,4.0,2184.207862,queens,40.7933742,-73.8458392,11356,college point
multi-family home for sale,928888,4,2.0,1480.0,queens,40.787297,-73.848086,11356,college point
house for sale,929888,3,2.0,1070.0,queens,40.732592,-73.7077664,11001,floral park
house for sale,930000,3,2.0,2184.207862,queens,40.7555333,-73.9016851,11377,woodside
house for sale,938000,3,2.0,1836.0,queens,40.772306,-73.8896045,11370,east elmhurst
pending,938000,2,2.0,1700.0,queens,40.7183478,-73.858704,11374,rego park
townhouse for sale,939000,3,2.0,1728.0,queens,40.7223997,-73.8818876,11379,middle village
house for sale,939999,3,2.0,3096.0,queens,40.7146332,-73.7305803,11429,queens village
